IP地址	端口	回源端口	TLS	数据中心	地区	国家	城市	TCP延迟(ms)	速度(MB/s)
13.236.104.165	2086	80	false	SYD	Oceania	AU	Sydney	155	0.00
176.116.21.132	2095	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.104	2052	80	false	LHR	Europe	GB	London	155	0.00
176.116.21.116	2083	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.73	2082	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.32	2053	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.140	2086	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.124	2086	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.93	2053	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.136	2083	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.124	2096	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.137	2096	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.75	2082	80	false	LHR	Europe	GB	London	156	0.00
176.116.21.137	2082	80	false	LHR	Europe	GB	London	156	0.00
